,lnno,mrtg_status,quarter,amt_upb_endg,amt_upb_pch,code_st,rate_int,rate_dcr
58369,162691946,100,2016-03-31,2023234.18,2300000.0,NY,0.0637,1.18
58427,162779487,100,2016-03-31,9109219.52,9800000.0,FL,0.0566,1.528
58646,163270002,100,2016-03-31,4576712.03,5490650.08,FL,0.0683,1.202
58731,163278002,100,2016-03-31,1047535.62,1295000.0,NJ,0.064,1.251
58762,163412504,100,2016-03-31,3554761.5,4000000.0,CA,0.0575,1.772
58788,163438534,100,2016-03-31,1894950.66,2070000.0,FL,0.0597,1.597
58880,164099940,100,2016-03-31,2950000.0,5200000.0,TN,0.0617,1.484
59088,164276002,100,2016-03-31,1092173.04,2119467.2,MN,0.0537,1.281
59118,164691946,100,2016-03-31,8387879.2,8870000.0,TX,0.0717,1.167
59147,164815708,100,2016-03-31,11349000.0,11349000.0,WA,0.025005,2.6642024
59517,165276002,100,2016-03-31,691710.76,2365842.87,MN,0.0512,3.324
59931,166826708,100,2016-03-31,3603000.0,3603000.0,CA,0.041805,2.061
59959,166871968,500,2016-03-31,,1057000.0,NH,0.057705,1.465
60308,168099940,100,2016-03-31,7328328.42,8292170.09,FL,0.0628,1.54
60605,168778487,100,2016-03-31,23165099.28,26500000.0,TX,0.0564,1.117
60637,168779487,100,2016-03-31,3271011.91,3750000.0,SC,0.0525,2.029
60973,169411504,100,2016-03-31,10143655.65,11028000.0,IL,0.0665,1.614
61022,169418504,100,2016-03-31,1506386.53,1600000.0,MN,0.0639,1.481
61084,170096940,100,2016-03-31,2778799.99,4100000.0,MN,0.0538,1.835
61508,170275002,100,2016-03-31,1483819.86,2200000.0,WI,0.0573,1.474
61556,170411504,100,2016-03-31,5925412.41,6442000.0,FL,0.0665,1.601
61628,170691946,100,2016-03-31,1696893.65,2025000.0,KS,0.0605,1.164
61660,170779487,100,2016-03-31,14350097.38,15200000.0,SC,0.0531,1.543
62090,171778487,100,2016-03-31,4526371.78,4850000.0,IA,0.0604,1.476
62155,172099940,100,2016-03-31,3341479.34,3800000.0,SC,0.0603,1.271
62337,172411504,100,2016-03-31,8624133.39,9376000.0,WA,0.0665,1.571
62417,172778487,100,2016-03-31,2613162.87,2800000.0,IA,0.0604,1.616
62449,172780487,100,2016-03-31,8300485.22,9445000.0,CA,0.0541,1.215
62487,173097940,100,2016-03-31,3830085.1,4200000.0,NE,0.0601,1.611
62816,173411504,100,2016-03-31,11217080.41,12195000.0,TX,0.0665,1.606
63103,174269002,100,2016-03-31,3285158.54,4250000.0,NC,0.077,1.695
63239,174411504,100,2016-03-31,3929426.09,4272000.0,WA,0.0665,1.608
63259,174418504,100,2016-03-31,5837975.1,6200000.0,FL,0.064,1.446
63268,174820708,100,2016-03-31,22400471.09,22903767.56,MD,0.0515,1.154
63269,174826708,100,2016-03-31,25380000.0,25380000.0,MD,0.039205,1.916
63601,175411504,100,2016-03-31,8800737.21,9568000.0,WA,0.0665,1.615
63631,175412504,100,2016-03-31,3135349.77,3500000.0,CA,0.059,1.477
63651,175418504,100,2016-03-31,10969743.94,11650000.0,MI,0.064,1.445
63668,175440534,100,2016-03-31,2662299.4,2895857.15,CA,0.0366,1.513
63700,175779487,100,2016-03-31,9798405.83,10500000.0,SC,0.0571,1.502
64103,176411504,100,2016-03-31,6041309.04,6568000.0,MS,0.0665,1.593
64171,177098940,100,2016-03-31,4982320.14,5800000.0,NC,0.0617,1.552
64377,177411504,100,2016-03-31,8198261.89,8913000.0,FL,0.0665,1.614
64467,178096940,100,2016-03-31,5365940.38,6700000.0,MI,0.0482,1.746
64584,178241932,100,2016-03-31,72037500.0,72037500.0,MD,0.030505,2.445098
64891,179241932,100,2016-03-31,41862500.0,41862500.0,MD,0.030605,2.3720595
64995,179812708,100,2016-03-31,16956683.41,17000000.0,FL,0.0494,1.4345332
65120,180274002,100,2016-03-31,3009249.09,3800000.0,MN,0.073,1.311
65234,180808708,100,2016-03-31,1165777.22,1350000.0,MS,0.04777,1.623
65348,181117981,100,2016-03-31,354390.87,1950000.0,FL,0.0773,0.0
65613,181716947,100,2016-03-31,3768752.37,4100000.0,MS,0.0647,1.164
65629,181805708,100,2016-03-31,4891394.59,5250000.0,MA,0.0421,2.634
65638,181809708,100,2016-03-31,970349.55,1000000.0,DC,0.0531,1.352
65643,181812708,100,2016-03-31,5587243.18,5650000.0,FL,0.0456,1.6193843
65660,181816708,100,2016-03-31,49032088.93,50000000.0,CO,0.0419,1.488
66046,182822708,100,2016-03-31,34647749.05,34973000.0,NJ,0.0538,1.1710459
66363,184097940,100,2016-03-31,16447081.4,19075000.0,TX,0.0611,1.205
66707,184439534,100,2016-03-31,1129261.02,1226000.0,CA,0.058,1.472
66723,184805708,100,2016-03-31,3280920.41,3500000.0,MA,0.047,1.506
66725,184824708,100,2016-03-31,24393234.97,24482423.48,IL,0.0190645,1.7535795
66765,185096940,100,2016-03-31,11875243.94,13520000.0,MO,0.0554,1.504
67078,185414504,100,2016-03-31,10413526.34,11500000.0,FL,0.0594,1.613
67114,185439534,100,2016-03-31,601762.71,655000.0,CA,0.0564,1.715
67153,186097940,100,2016-03-31,15784706.21,17300000.0,TX,0.0604,1.442
67516,186411504,100,2016-03-31,4346099.88,4725000.0,AZ,0.0665,1.615
67540,186439534,100,2016-03-31,1528094.56,1659000.0,CA,0.058,1.526
67599,186778487,100,2016-03-31,4198174.21,4500000.0,TX,0.061,1.546
67642,187096940,100,2016-03-31,8411632.04,9250000.0,WI,0.0503,2.167
68140,187411504,100,2016-03-31,7088972.02,7707000.0,MD,0.0665,1.601
68174,187417504,100,2016-03-31,808363.36,1435000.0,CA,0.0603,1.814
68198,187439534,100,2016-03-31,1529447.94,1661000.0,CA,0.0578,1.581
68232,187778487,100,2016-03-31,16287624.14,17750000.0,MO,0.0611,1.43
68292,188097940,100,2016-03-31,4657817.44,6750000.0,OH,0.0649,1.53
68322,188098940,100,2016-03-31,3650673.11,4025000.0,GA,0.0659,1.316
68603,188259942,100,2016-03-31,4322667.14,5000000.0,CA,0.0601,1.223
68734,188411504,100,2016-03-31,7329042.17,7968000.0,AZ,0.0665,1.62
68815,189097940,100,2016-03-31,7964289.68,8715000.0,KS,0.0587,1.521
68930,189259942,100,2016-03-31,20500000.0,20500000.0,CA,0.056,1.962
69153,189871968,100,2016-03-31,5915850.61,6500000.0,MI,0.0605,1.905
69427,190271002,100,2016-03-31,3655208.26,4097000.0,FL,0.0692,1.164
69516,190411504,100,2016-03-31,13564430.55,14747000.0,VA,0.0665,1.602
69578,190778487,500,2016-03-31,,2257000.0,TX,0.0603,1.409
69610,190779487,100,2016-03-31,7114059.22,7500000.0,IL,0.059,1.803
69642,190780487,100,2016-03-31,16044999.27,18120000.0,NV,0.0574,1.152
69650,190810708,100,2016-03-31,11944000.0,11944000.0,VA,0.021605,4.1101425
69664,190816708,100,2016-03-31,26592595.33,27250000.0,IL,0.038405,2.285
69746,191097940,100,2016-03-31,7907402.25,8500000.0,TX,0.0627,1.483
70015,191411504,100,2016-03-31,6240907.06,6785000.0,MA,0.0665,1.505
70049,191778487,500,2016-03-31,,9707000.0,TX,0.0594,1.41
70080,191780487,100,2016-03-31,11503790.34,12950000.0,CA,0.0566,1.152
70415,192278002,100,2016-03-31,1819236.33,6500000.0,NY,0.047,1.212
70473,192778487,500,2016-03-31,,12975000.0,TX,0.0594,1.413
70886,193778487,500,2016-03-31,,10710000.0,TX,0.0594,1.41
70966,194097940,100,2016-03-31,22969729.07,24300000.0,MI,0.0611,1.459
71077,194258942,100,2016-03-31,1695579.76,2000000.0,CA,0.029405,1.957
71214,194411504,100,2016-03-31,7447697.03,8097000.0,MA,0.0665,1.543
71416,195258942,100,2016-03-31,16646000.0,16646000.0,AZ,0.029405,1.506
71515,195414504,100,2016-03-31,22800380.03,24560000.0,LA,0.0621,1.779
71539,195439534,100,2016-03-31,1824686.29,1981000.0,CA,0.058,1.511
71574,195824708,100,2016-03-31,1990236.59,2000000.0,NY,0.048,1.403
71575,195856708,100,2016-03-31,36350000.0,36350000.0,NC,0.029405,2.434132
71656,196097940,100,2016-03-31,8281413.27,9622557.09,MN,0.0608,1.372
71696,196098940,100,2016-03-31,75537832.33,72960340.0,VA,0.0557,1.416
71849,196272002,500,2016-03-31,,7900000.0,MS,0.029295,1.526
71929,196439534,100,2016-03-31,2606098.21,2828000.0,CA,0.0583,1.461
71990,196856708,100,2016-03-31,43220000.0,43220000.0,GA,0.029405,2.4691755
72184,197437534,100,2016-03-31,3709871.98,4200000.0,OH,0.053105,1.596
72219,197810708,100,2016-03-31,12561000.0,12561000.0,VA,0.021505,4.6158366
72220,197856708,100,2016-03-31,47700000.0,47700000.0,TX,0.029405,2.4164994
72422,198274002,100,2016-03-31,1447792.98,3760000.0,MN,0.0717,2.0
72531,198415504,100,2016-03-31,2387753.83,2506000.0,SC,0.0712,1.166
72701,199097940,100,2016-03-31,5802932.04,6360000.0,TX,0.0604,1.443
73033,199415504,100,2016-03-31,1317922.06,1751000.0,SC,0.0587,1.005
73064,199417504,100,2016-03-31,3650660.44,4100000.0,TX,0.0646,1.201
73098,199778487,500,2016-03-31,,8823000.0,TX,0.0594,1.412
73449,201097940,100,2016-03-31,8385055.18,9190000.0,TX,0.0604,1.44
73711,201277002,100,2016-03-31,1509833.83,2400000.0,NJ,0.0736,1.286
73902,202271002,100,2016-03-31,7329499.31,8450000.0,FL,0.0673,1.233
74197,203412504,100,2016-03-31,9473256.18,10400000.0,CA,0.0675,1.259
74290,203780487,100,2016-03-31,5679077.34,6450000.0,MS,0.0594,1.25
74327,203871968,100,2016-03-31,3279870.21,3575000.0,NM,0.065,1.625
74521,204275002,100,2016-03-31,255221.36,1000000.0,MN,0.0593,6.382
74608,204883948,100,2016-03-31,1448227.09,1548414.21,OH,0.0516,1.305
75195,206778487,100,2016-03-31,12736466.68,13250000.0,TX,0.0614,1.321
75207,206829708,100,2016-03-31,960401.49,1000000.0,NC,0.051,1.405
75402,207271002,100,2016-03-31,12884308.9,15300000.0,MD,0.0648,1.421
75542,207439534,100,2016-03-31,3675195.66,3765000.0,NV,0.0713,1.31
75587,207818708,100,2016-03-31,2878328.09,3018533.65,WA,0.0525,1.312
75592,207822708,100,2016-03-31,1186421.12,1200000.0,CT,0.0684,1.268
75597,207848708,100,2016-03-31,69121500.0,69121500.0,FL,0.021905,3.619071
75639,207869968,100,2016-03-31,8931835.51,10800000.0,NY,0.0573,1.297
75921,208271002,100,2016-03-31,8403515.12,10000000.0,MD,0.0648,1.43
75994,208440534,100,2016-03-31,3942143.13,4000000.0,HI,0.0621,1.524
76034,209098940,100,2016-03-31,5380045.37,6235000.0,MD,0.0608,2.824
76209,209271002,100,2016-03-31,14033870.47,16700000.0,MD,0.0648,1.479
76330,210096940,100,2016-03-31,2854919.16,3550000.0,ND,0.0503,1.994
76366,210098940,100,2016-03-31,1522979.72,1765000.0,MD,0.0608,2.666
76496,210259942,100,2016-03-31,5994285.64,7000000.0,CA,0.0567,1.206
76607,210273002,100,2016-03-31,5907685.98,14850000.0,IN,0.0704,1.364
76645,210822708,100,2016-03-31,1971695.18,2000000.0,PA,0.0449,1.342
76685,211098940,100,2016-03-31,4313858.95,4864000.0,FL,0.0588,1.52
76737,211266002,100,2016-03-31,2971140.09,5850000.0,OR,0.0595,1.704
76850,211778487,100,2016-03-31,3757432.31,4250000.0,OH,0.0605,1.35
76881,211822708,100,2016-03-31,1478771.42,1500000.0,PA,0.0449,1.321
76931,212097940,100,2016-03-31,9701582.77,11239201.48,MO,0.0619,1.215
76973,212258942,100,2016-03-31,14063628.32,17088000.0,NV,0.039405,1.5
77063,212270002,100,2016-03-31,4884430.72,6200000.0,MD,0.0612,1.414
77109,212272002,100,2016-03-31,6496562.72,6900000.0,FL,0.0555,1.539
77181,212413504,100,2016-03-31,1242934.32,1315000.0,AL,0.0761,1.15
77207,212415504,100,2016-03-31,5817362.44,6343011.74,VA,0.062,1.344
77222,212438534,100,2016-03-31,1302889.63,1320000.0,AZ,0.0881,1.29
77256,212778487,100,2016-03-31,8255000.0,8255000.0,TX,0.0578,1.415
77402,213259942,100,2016-03-31,22764337.23,24000000.0,AZ,0.0574,1.331
77461,213438534,100,2016-03-31,9235709.57,10000000.0,TX,0.0643,1.571
77527,214098940,100,2016-03-31,16000000.0,16000000.0,MD,0.0567,1.768
77656,214270002,100,2016-03-31,7962059.32,10300000.0,MD,0.0588,1.53
77798,214779487,100,2016-03-31,16000000.0,16000000.0,NC,0.0596,1.459
77834,215259942,100,2016-03-31,6895088.8,8000000.0,CA,0.0603,1.2
77884,215270002,100,2016-03-31,13786699.71,17500000.0,MD,0.0612,1.476
77985,215277002,500,2016-03-31,,8800000.0,NY,0.0675,1.509
78097,216097940,100,2016-03-31,2279982.97,2640000.0,ND,0.0617,1.317
78272,216869968,100,2016-03-31,5084007.33,6100000.0,NY,0.0609,1.571
78372,217259942,100,2016-03-31,24150271.88,25555000.0,CA,0.054,1.495
78488,217270002,100,2016-03-31,5063250.87,6550000.0,MD,0.0588,1.546
78550,217411504,100,2016-03-31,12762430.26,13100000.0,MD,0.0654,1.43
78618,218097940,100,2016-03-31,3764106.34,4372000.0,ND,0.0613,1.349
78653,218099940,100,2016-03-31,60227053.15,65000000.0,VA,0.06,1.548
78852,219097940,100,2016-03-31,2570660.74,3000000.0,SD,0.0582,1.314
78887,219099940,100,2016-03-31,6134836.33,7000000.0,LA,0.0597,1.47
78942,219259942,100,2016-03-31,53287982.18,61200000.0,CA,0.0556,1.235
79171,219869968,100,2016-03-31,4631230.46,5600000.0,PA,0.0553,1.303
79338,220259942,100,2016-03-31,50383266.59,57992000.0,CA,0.0554,1.2
79423,220413504,100,2016-03-31,10135380.73,11019000.0,NY,0.0665,1.607
79514,220869968,100,2016-03-31,2893089.69,3100000.0,NJ,0.0595,1.799
79584,221259942,100,2016-03-31,19845000.0,19845000.0,CA,0.0551,1.435
79745,221439534,100,2016-03-31,6224614.06,6280000.0,FL,0.0822,1.297
79777,221779487,100,2016-03-31,7237465.77,9000000.0,VA,0.0581,2.025
79855,222097940,100,2016-03-31,5395010.12,6268000.0,ND,0.0612,1.305
