,lnno,mrtg_status,quarter,amt_upb_endg,amt_upb_pch,code_st,rate_int,rate_dcr
164194,472278002,100,2016-03-31,1008007.53,3000000.0,MA,0.0536,1.464
164271,472779487,100,2016-03-31,1604491.89,1865000.0,FL,0.0672,1.593
164305,472870968,100,2016-03-31,4500000.0,4500000.0,PA,0.0603,1.71
164413,473258942,100,2016-03-31,26500000.0,26500000.0,CA,0.0568,1.229
164547,473437534,100,2016-03-31,3568121.83,3872000.0,KS,0.0676,1.838
164581,473777487,100,2016-03-31,11000000.0,11000000.0,NJ,0.029405,1.482
164584,473813708,100,2016-03-31,2850000.0,2850000.0,FL,0.0478,1.57
164633,474097940,100,2016-03-31,6525603.66,7582696.45,OH,0.0569,1.251
164856,474437534,100,2016-03-31,4778076.64,5185000.0,KS,0.0676,1.858
165143,475816708,100,2016-03-31,5000000.0,5000000.0,NY,0.0495,5.231
165733,478098940,100,2016-03-31,26151000.0,26151000.0,GA,0.0603,1.501
165844,478259942,100,2016-03-31,6208603.78,6580000.0,UT,0.0626,1.31
165981,478813708,100,2016-03-31,52275000.0,52275000.0,CO,0.024605,2.7074142
165994,478828708,100,2016-03-31,14267684.92,15000000.0,VA,0.0447,1.306
166034,478869968,100,2016-03-31,3500000.0,3500000.0,NY,0.0597,22.871
166102,479098940,100,2016-03-31,10428733.95,10900000.0,GA,0.0601,1.404
166239,479259942,100,2016-03-31,3681000.29,4200000.0,AZ,0.061,1.841
166390,479828708,100,2016-03-31,13435309.88,14000000.0,NJ,0.0568,1.264
166565,480259942,100,2016-03-31,14988532.59,16892000.0,CA,0.0575,1.15
166654,480266002,100,2016-03-31,337158.82,1425000.0,WA,0.0558,1.178
167072,481275002,100,2016-03-31,7159995.12,9100000.0,TX,0.0616,1.224
167221,482259942,100,2016-03-31,5020000.0,5020000.0,AZ,0.0607,1.38
167580,483259942,100,2016-03-31,6432000.0,6432000.0,AZ,0.0607,1.399
167746,483439534,100,2016-03-31,4327105.72,4400000.0,TX,0.0763,2.352
167810,484098940,100,2016-03-31,5389768.3,6250000.0,AR,0.0619,1.202
168086,484415504,100,2016-03-31,2446684.35,2648034.0,FL,0.0641,1.516
168176,484778487,100,2016-03-31,29530586.34,30780000.0,TX,0.0544,1.52
168273,485276002,100,2016-03-31,1631192.78,1989000.0,IN,0.05995,1.33
168384,485414504,100,2016-03-31,19700000.0,19700000.0,GA,0.0639,1.355
168409,485415504,100,2016-03-31,2492848.23,2697996.91,FL,0.0641,1.485
168471,485778487,100,2016-03-31,18660180.85,19440000.0,TX,0.055,1.496
168794,486777487,100,2016-03-31,9304403.71,10000000.0,NY,0.0591,1.479
169140,487415504,100,2016-03-31,2123537.1,2298293.66,FL,0.0641,1.487
169433,488413504,100,2016-03-31,1491265.34,1655000.0,MI,0.0634,1.353
169458,488415504,100,2016-03-31,4000206.6,4330766.79,FL,0.0639,1.484
169498,488869968,500,2016-03-31,,7200000.0,NY,0.0592,11.854
169607,489242932,100,2016-03-31,2470000.0,2470000.0,CO,0.041705,1.833
169716,489411504,100,2016-03-31,5119709.47,5500000.0,PA,0.0613,1.776
169802,489871968,100,2016-03-31,6773164.57,7350000.0,NY,0.0676,1.846
169964,490269002,100,2016-03-31,1471245.01,3400000.0,VA,0.067,5.328
170138,490413504,100,2016-03-31,2814031.17,3123000.0,MI,0.0634,1.305
170168,490414504,100,2016-03-31,5875234.05,6300000.0,WA,0.0626,1.457
170170,490815708,100,2016-03-31,3550000.0,3550000.0,FL,0.0495,1.4418867
170212,490871968,100,2016-03-31,13101236.52,14217000.0,NY,0.0676,1.667
170458,491278002,100,2016-03-31,8225586.0,10000000.0,NY,0.0578,1.976
170478,491412504,100,2016-03-31,1627977.45,1683000.0,GA,0.0772,1.251
170508,491413504,100,2016-03-31,1229956.06,1365000.0,MI,0.0634,1.888
170696,492269002,100,2016-03-31,1719130.74,2700000.0,VA,0.069,2.559
170789,492437534,100,2016-03-31,7117808.57,7830000.0,CA,0.0591,1.81
170821,492778487,100,2016-03-31,7327768.94,8000000.0,TX,0.0564,1.707
171158,493278002,500,2016-03-31,,1500000.0,NY,0.0637,5.223
171390,494275002,100,2016-03-31,11803226.46,14983704.82,MN,0.0554,1.37
171447,494414504,100,2016-03-31,3153098.02,3500000.0,DC,0.0633,1.406
171474,494437534,100,2016-03-31,6934734.17,7612000.0,CA,0.0603,1.514
171559,495097940,100,2016-03-31,7416068.88,8220000.0,TX,0.0591,1.46
171722,495269002,100,2016-03-31,1342891.17,2100000.0,MD,0.07,2.219
171891,495816708,100,2016-03-31,875924.99,900000.0,TX,0.0683,1.449
171932,496096940,100,2016-03-31,3861712.54,4300000.0,TX,0.029405,1.511
171970,496098940,100,2016-03-31,3272230.21,3800000.0,MD,0.06,1.415
172308,496869968,500,2016-03-31,,8681000.0,NJ,0.0639,2.268
172343,497259942,100,2016-03-31,14000000.0,14000000.0,OR,0.0556,1.619
172619,497413504,100,2016-03-31,1802133.22,2000000.0,MI,0.0634,1.378
172645,497437534,100,2016-03-31,7004857.5,8000000.0,IL,0.042705,2.069
172684,497869968,500,2016-03-31,,4154000.0,NJ,0.0644,2.323
172710,497871968,100,2016-03-31,16416316.72,17900000.0,NY,0.0617,1.792
172748,498096940,100,2016-03-31,15409135.61,18000000.0,MN,0.0616,1.363
173047,498436534,100,2016-03-31,5131253.83,5672000.0,KS,0.0605,1.286
173124,498869968,500,2016-03-31,,2666000.0,NJ,0.0665,2.013
173158,498870968,100,2016-03-31,1439833.43,1500000.0,PA,0.0597,1.608
173369,499437534,100,2016-03-31,5253643.14,6000000.0,IL,0.042705,2.105
173370,499857708,100,2016-03-31,26969000.0,26969000.0,NC,0.029405,2.4531683
173442,499870968,100,2016-03-31,4792116.17,5000000.0,PA,0.0579,2.081
173717,500413504,100,2016-03-31,3424052.57,3800000.0,MI,0.0634,1.292
173753,500437534,100,2016-03-31,5893530.22,6700000.0,IL,0.044805,1.936
173784,500820708,100,2016-03-31,3402791.24,3500000.0,TX,0.0418,1.627
173800,500827708,100,2016-03-31,1855649.5,2000000.0,NY,0.0362,2.889
173801,500857708,100,2016-03-31,17960000.0,17960000.0,TX,0.029405,2.4548659
173835,500870968,100,2016-03-31,42581241.43,45850000.0,PA,0.0578,1.618
173906,501097940,100,2016-03-31,5199016.44,5700000.0,MO,0.0576,1.494
174375,501778487,100,2016-03-31,1534817.98,1747859.21,KY,0.0608,1.206
174376,501857708,100,2016-03-31,30048000.0,30048000.0,TX,0.029405,2.4549117
174504,502437534,100,2016-03-31,6650013.19,7560000.0,IL,0.044805,1.832
174514,502857708,100,2016-03-31,25030000.0,25030000.0,GA,0.029405,2.4381677
174547,502870968,100,2016-03-31,1500907.73,1710000.0,NY,0.06,1.367
174671,503268002,100,2016-03-31,3917104.96,10500000.0,NC,0.0774,1.394
174862,504096940,500,2016-03-31,,15150000.0,TX,0.029295,1.5
175119,504437534,100,2016-03-31,6597235.2,7500000.0,IL,0.044805,1.835
175152,504857708,100,2016-03-31,29027000.0,29027000.0,FL,0.029405,2.5911413
175189,505098940,100,2016-03-31,61581363.02,72500000.0,VA,0.0559,1.251
175212,505099940,100,2016-03-31,4940528.08,5180000.0,FL,0.06318,1.202
175340,505120981,100,2016-03-31,2271547.3,4325000.0,ND,0.071,0.0
175646,505439534,100,2016-03-31,4550921.46,6197000.0,CA,0.0506,1.382
175715,505806708,100,2016-03-31,6349633.5,6500000.0,FL,0.0553,1.367
175754,505869968,100,2016-03-31,5113999.97,5114000.0,NJ,0.0646,2.07
175822,506098940,100,2016-03-31,4129780.72,4487538.0,AL,0.0668,1.463
175845,506099940,100,2016-03-31,1318174.06,1570000.0,FL,0.06368,2.589
175959,506258942,100,2016-03-31,12682509.84,13900000.0,CA,0.0604,1.442
176119,506278002,100,2016-03-31,4246467.45,5200000.0,NY,0.0585,2.912
176123,506813708,100,2016-03-31,2119850.79,2145000.0,IL,0.0492,1.36
176220,507098940,100,2016-03-31,11848690.12,13000000.0,GA,0.0598,1.464
176439,507277002,100,2016-03-31,488366.64,1000000.0,NY,0.0782,1.23
176462,507439534,100,2016-03-31,3845806.69,5207000.0,CA,0.0544,1.383
176539,507869968,100,2016-03-31,4788000.0,4788000.0,NJ,0.0641,2.221
176573,507870968,100,2016-03-31,32536259.55,34000000.0,NY,0.0596,1.48
176834,508848708,100,2016-03-31,14800000.0,14800000.0,TX,0.022905,3.2106848
176873,508869968,500,2016-03-31,,8074000.0,NJ,0.0652,2.015
177073,509414504,100,2016-03-31,16073320.38,17662000.0,KY,0.0655,1.206
177164,510259942,100,2016-03-31,11575000.0,11575000.0,WA,0.0562,1.474
177214,510266002,100,2016-03-31,2162286.28,3200000.0,CA,0.0534,1.277
177332,510415504,100,2016-03-31,2796970.21,2825000.0,DC,0.0829,1.658
177767,511870968,100,2016-03-31,3242500.94,4000000.0,NJ,0.0575,1.565
177962,512259942,100,2016-03-31,29000000.0,29000000.0,WA,0.0527,1.518
178138,512778487,100,2016-03-31,27913720.34,31750000.0,TX,0.0558,1.169
178201,512871968,100,2016-03-31,49586199.87,54617127.8,NJ,0.0587,1.25
178242,513096940,500,2016-03-31,,4000000.0,NE,0.0567,1.208
178381,513869968,100,2016-03-31,2577668.52,3000000.0,NY,0.0578,1.422
178408,513871968,100,2016-03-31,32074525.86,35270433.05,IL,0.0596,1.265
178544,514412504,100,2016-03-31,4352143.77,4785042.36,FL,0.0672,1.179
178609,514870968,100,2016-03-31,4007824.72,4200000.0,NH,0.0608,1.203
178825,515848708,100,2016-03-31,33069000.0,33069000.0,TX,0.021905,3.3899462
178862,516097940,500,2016-03-31,,23600000.0,TX,0.056,1.487
178944,516259942,100,2016-03-31,18028871.09,20744000.0,NV,0.057,1.25
179079,516275002,100,2016-03-31,11803226.46,14983704.82,MN,0.0554,1.334
179176,516412504,100,2016-03-31,5849009.31,6296422.14,NJ,0.0583,1.83
179203,516437534,100,2016-03-31,4397719.27,4816000.0,WA,0.0616,1.25
179240,517097940,100,2016-03-31,12533629.06,13300000.0,TX,0.0552,1.564
179313,517241932,100,2016-03-31,5338000.0,5338000.0,CO,0.042305,1.955
179497,517277002,100,2016-03-31,263318.29,2050000.0,PA,0.0696,1.748
179537,518258942,100,2016-03-31,17261639.83,18500000.0,NV,0.0559,1.384
179749,519268002,100,2016-03-31,11003827.95,14700000.0,AL,0.0689,1.368
179846,519835708,100,2016-03-31,5883089.9,6000000.0,PA,0.0562,1.175
180080,520277002,100,2016-03-31,6277767.02,8000000.0,NJ,0.0734,2.699
180278,521263002,100,2016-03-31,1886380.87,7200000.0,OK,0.0729,0.0
180321,521831708,100,2016-03-31,12447379.38,13000000.0,NY,0.0569,2.96
180355,521870968,100,2016-03-31,7633532.46,8200000.0,PA,0.0605,1.626
180491,522411504,100,2016-03-31,20506129.07,22978000.0,CA,0.0579,1.2
180591,523097940,100,2016-03-31,20325057.43,21240000.0,OK,0.0561,1.495
180629,523098940,100,2016-03-31,43879420.64,46500000.0,AL,0.0608,1.46
180772,523259942,100,2016-03-31,5000000.0,5000000.0,CA,0.0601,1.726
180995,523413504,100,2016-03-31,2238679.17,2500000.0,NY,0.0565,7.738
181038,524097940,100,2016-03-31,14805038.06,17500000.0,MI,0.029405,1.523
181077,524098940,500,2016-03-31,,28000000.0,NC,0.0608,1.397
181191,524258942,100,2016-03-31,2189618.79,2570000.0,CA,0.029405,1.217
181357,524777487,100,2016-03-31,17960989.07,19000000.0,NJ,0.0618,1.435
181397,524869968,100,2016-03-31,4445823.02,5300000.0,PA,0.0549,1.891
181431,524870968,100,2016-03-31,11353934.69,12422000.0,PA,0.0588,1.469
181505,525097940,100,2016-03-31,11052938.28,12700000.0,MI,0.0582,1.203
181717,525277002,100,2016-03-31,1132430.93,2400000.0,NY,0.0731,4.395
181788,525415504,500,2016-03-31,,6760000.0,GA,0.030205,2.185
181810,525823708,100,2016-03-31,19129000.0,19129000.0,CA,0.027305,2.6818939
181821,525831708,100,2016-03-31,8080000.0,8080000.0,NY,0.0544,3.942013
181855,525870968,100,2016-03-31,3313789.2,3760000.0,NY,0.0606,1.238
182110,526869968,100,2016-03-31,1170497.23,1370000.0,NY,0.0649,1.322
182326,527258942,100,2016-03-31,3000000.0,3000000.0,CA,0.0601,2.088
182426,527266002,100,2016-03-31,2120811.42,3200000.0,WA,0.0564,1.852
182550,527275002,100,2016-03-31,906221.58,3500000.0,OH,0.0567,2.254
182632,527855708,100,2016-03-31,9000000.0,9000000.0,NY,0.0425,8.709
182671,527869968,100,2016-03-31,2550148.22,3000000.0,PA,0.058,1.555
182705,527870968,100,2016-03-31,2582905.04,2930700.0,NY,0.0606,1.215
182778,528098940,100,2016-03-31,4987042.41,5800000.0,MS,0.0587,1.215
183055,528870968,100,2016-03-31,1802959.97,2040000.0,NY,0.0618,1.222
183413,530096940,100,2016-03-31,12534868.18,15200000.0,MN,0.0538,1.2
183483,530258942,100,2016-03-31,1513838.44,1775000.0,CA,0.029405,1.229
183581,530413504,100,2016-03-31,2958936.45,3250000.0,TX,0.0664,1.267
183632,530807708,100,2016-03-31,2084767.02,2200000.0,IL,0.0443,1.322
183669,530869968,100,2016-03-31,10735818.72,11750000.0,NY,0.0578,1.53
183769,531258942,100,2016-03-31,20000000.0,20000000.0,CA,0.0566,1.825
183875,531411504,100,2016-03-31,20088062.46,22500000.0,WA,0.0581,1.22
183934,531870968,100,2016-03-31,2058783.95,2330000.0,NY,0.0617,1.231
184008,532097940,100,2016-03-31,2369882.04,2750000.0,IA,0.0589,1.222
184088,532258942,100,2016-03-31,3685979.71,4307000.0,CA,0.0611,1.297
184259,532437534,100,2016-03-31,19354224.85,21280000.0,TX,0.036605,2.878
184321,532870968,500,2016-03-31,,3000000.0,CT,0.02925,1.555
184357,533097940,100,2016-03-31,6257949.58,7200000.0,IL,0.0591,1.698
184647,534097940,100,2016-03-31,1764938.53,2047216.44,MI,0.0579,1.322
184685,534098940,100,2016-03-31,34500000.0,34500000.0,VA,0.0547,1.929
184850,534258942,100,2016-03-31,4471418.54,5000000.0,NV,0.0611,1.458
185251,536119981,100,2016-03-31,2001192.89,8000000.0,PA,0.0694,0.0
185487,536777487,100,2016-03-31,45000000.0,45000000.0,NY,0.0551,2.008
185540,537097940,100,2016-03-31,23100000.0,23100000.0,MO,0.057,1.504
185714,537273002,100,2016-03-31,2194459.8,2900000.0,OK,0.0678,1.641
185817,537691946,100,2016-03-31,5137885.85,6050000.0,CA,0.0608,1.554
185872,537808708,100,2016-03-31,3742430.81,3900000.0,TX,0.0515,1.307
185875,537855708,100,2016-03-31,13247000.0,13247000.0,GA,0.027505,2.6646165
186144,538691946,100,2016-03-31,3184640.01,3750000.0,CA,0.0608,1.463
186169,538871968,100,2016-03-31,2381272.44,2600000.0,VA,0.0592,1.709
186334,539258942,500,2016-03-31,,7170000.0,AZ,0.0592,1.569
186605,540241932,100,2016-03-31,21250000.0,21250000.0,TX,0.031805,2.2129958
187069,541276002,100,2016-03-31,7640535.64,9270000.0,TX,0.0601,1.157
187181,541411504,100,2016-03-31,4861537.58,5400000.0,MN,0.0606,1.757
187318,542259942,100,2016-03-31,69632819.22,78100000.0,CA,0.059,1.15
187558,542411504,100,2016-03-31,992482.11,1100000.0,MN,0.0617,1.842
187828,543259942,100,2016-03-31,10000000.0,10000000.0,WA,0.029405,2.133
188085,543436534,100,2016-03-31,7947555.53,8800000.0,KS,0.0589,1.43
188123,543869968,100,2016-03-31,894372.33,1142000.0,NY,0.0596,2.246
188160,544097940,100,2016-03-31,5035497.81,5900000.0,MN,0.0547,1.304
188193,544099940,100,2016-03-31,36571105.6,39990000.0,GA,0.039405,1.504
188232,544258942,100,2016-03-31,12000000.0,12000000.0,AZ,0.0577,1.908
188461,544412504,100,2016-03-31,4607866.13,4996214.0,FL,0.074,1.203
188490,544436534,100,2016-03-31,11935172.61,13200000.0,KS,0.0595,1.362
188552,544881948,100,2016-03-31,5292657.8,6000000.0,MD,0.0668,1.206
188646,545267002,100,2016-03-31,4339607.88,5306000.0,CA,0.0581,1.25
188767,545275002,100,2016-03-31,4293237.45,5400000.0,TX,0.0632,1.205
188797,545412504,100,2016-03-31,3342868.41,3675078.87,FL,0.0689,1.155
188890,545779487,100,2016-03-31,5016481.72,5600000.0,PA,0.0619,1.225
188940,545869948,100,2016-03-31,3355113.25,3700000.0,CO,0.0594,1.384
189239,546779487,100,2016-03-31,8852246.52,9400000.0,NC,0.061,1.434
189254,546817708,100,2016-03-31,6547208.48,6968000.0,GA,0.0423,1.35
189410,547267002,100,2016-03-31,21067356.81,26000000.0,CA,0.0548,1.262
189677,548259942,100,2016-03-31,2515099.88,3450000.0,OR,0.0603,1.18
189727,548266002,100,2016-03-31,5344172.86,9960000.0,CA,0.0586,1.427
189843,548439534,100,2016-03-31,1690195.39,1750000.0,CA,0.07,1.535
189896,548869968,100,2016-03-31,87401534.84,95500000.0,MA,0.0559,1.483
190062,549259942,100,2016-03-31,3675970.7,4195631.55,WA,0.0577,2.942
190206,549779487,100,2016-03-31,2315544.27,2597411.69,MD,0.06,1.817
190463,550869948,100,2016-03-31,6896169.17,7250000.0,LA,0.0624,1.325
190719,551412504,100,2016-03-31,4336077.45,4750561.08,TX,0.0674,1.23
190749,551414504,500,2016-03-31,,1000000.0,TN,0.0631,1.321
190803,551843708,100,2016-03-31,317722320.69,325000000.0,NY,0.0467,1.3719348
190875,552259942,100,2016-03-31,16000000.0,16000000.0,CA,0.059,1.516
191009,552277002,100,2016-03-31,827814.34,1232000.0,NY,0.0724,1.866
191089,552869968,100,2016-03-31,275111.79,350000.0,NY,0.0665,9.706
191203,553777487,100,2016-03-31,4188527.11,4750000.0,NY,0.0587,1.277
191235,553815708,100,2016-03-31,69000000.0,69000000.0,OR,0.029605,2.4113441
191271,554097940,100,2016-03-31,6844632.58,7875000.0,IL,0.0591,1.38
191472,554277002,100,2016-03-31,1025891.16,2115000.0,NY,0.0745,1.579
191513,554823708,100,2016-03-31,3225927.37,3261000.0,AZ,0.037105,1.526
191628,555097940,100,2016-03-31,10300000.0,10300000.0,IL,0.0589,2.032
191768,555277002,100,2016-03-31,670321.26,1393000.0,NY,0.0728,1.709
191835,555831708,100,2016-03-31,2576887.2,2660000.0,TX,0.0523,1.498
191853,556100941,100,2016-03-31,26174062.28,28000000.0,AL,0.0509,1.403
192137,557097940,100,2016-03-31,17100000.0,17100000.0,IL,0.0589,1.982
192259,557777487,100,2016-03-31,982593.08,1100000.0,MA,0.0651,1.235
192286,557871968,100,2016-03-31,3554937.42,3870000.0,WA,0.0643,1.268
192353,558097940,100,2016-03-31,25700000.0,25700000.0,IL,0.0589,1.877
192543,558277002,100,2016-03-31,2174104.48,4500000.0,NY,0.0693,3.989
192595,558412504,100,2016-03-31,2000269.87,2211553.82,TX,0.0664,1.16
192836,559271002,100,2016-03-31,1239885.12,1500000.0,MD,0.0635,1.32
192906,559777487,100,2016-03-31,29869744.48,32200000.0,MA,0.0561,1.476
192937,559779487,500,2016-03-31,,55000000.0,MD,0.029405,1.378
192943,559846708,100,2016-03-31,6300000.0,6300000.0,GA,0.022905,4.4513316
192978,559870968,100,2016-03-31,1908647.29,2000000.0,MA,0.0609,1.225
193140,560412504,100,2016-03-31,1831448.74,1940000.0,AR,0.0679,1.18
193242,560779487,100,2016-03-31,14971851.29,15400000.0,VA,0.0637,1.41
193252,560809708,100,2016-03-31,20175682.9,20850000.0,UT,0.0486,1.9329675
193274,560872968,100,2016-03-31,6862479.06,7200000.0,NY,0.0598,1.232
193343,561097940,100,2016-03-31,3850000.0,3850000.0,TX,0.0556,2.222
193380,561098940,100,2016-03-31,16156544.54,19000000.0,FL,0.061,1.207
193464,561267002,100,2016-03-31,2100766.34,2547302.09,NV,0.0568,1.282
193508,561271002,100,2016-03-31,2646574.65,3200000.0,MD,0.0637,1.381
193554,561412504,100,2016-03-31,4989127.38,5351000.0,CA,0.0597,1.792
193591,561831708,100,2016-03-31,987116.83,1018000.0,SC,0.0538,1.362
193615,561870968,100,2016-03-31,27882850.29,31000000.0,AL,0.040805,1.557
193689,562097940,100,2016-03-31,3800000.0,3800000.0,TX,0.0556,1.84
193781,562259942,100,2016-03-31,10150000.0,10150000.0,CA,0.0598,1.392
194004,563097940,100,2016-03-31,2171220.01,2500000.0,NE,0.0588,1.485
194194,563777487,100,2016-03-31,1262087.48,1500000.0,NJ,0.0624,1.323
194228,563778487,100,2016-03-31,2184317.91,2500000.0,KY,0.0562,1.206
194341,564271002,100,2016-03-31,6609950.38,9000000.0,GA,0.0558,1.686
194421,564413504,100,2016-03-31,2700000.0,2700000.0,VA,0.0628,2.913
194450,564414504,100,2016-03-31,3248774.09,3600000.0,VA,0.0611,1.604
194539,564881948,100,2016-03-31,4257275.15,4600000.0,MS,0.0628,1.151
194840,565437534,100,2016-03-31,2666431.31,3033000.0,MA,0.045205,1.222
195030,566259942,100,2016-03-31,3125000.0,3125000.0,CA,0.0581,2.903
195192,566277002,100,2016-03-31,769434.85,1352000.0,NY,0.0728,1.712
195284,566871968,100,2016-03-31,1385891.87,1570000.0,NJ,0.0699,1.3
195467,567270002,100,2016-03-31,4040728.95,5095271.81,MD,0.0637,1.215
195705,568098940,100,2016-03-31,12287236.87,12860000.0,GA,0.0559,1.428
195771,568259942,100,2016-03-31,12100000.0,12100000.0,CA,0.06,1.393
195828,568818708,100,2016-03-31,342983.51,361000.0,PA,0.0435,1.351
195985,569259942,100,2016-03-31,7000000.0,7000000.0,CA,0.0608,1.398
196174,569777487,100,2016-03-31,1262087.48,1500000.0,NJ,0.0624,1.276
196335,570413504,100,2016-03-31,4608078.16,5200000.0,MD,0.0594,4.817
196369,570777487,100,2016-03-31,3470123.62,4000000.0,CT,0.029405,1.207
196505,571099940,100,2016-03-31,8795620.72,9470000.0,VA,0.0672,1.256
196687,571411504,100,2016-03-31,4305697.55,4800000.0,OH,0.0649,1.315
196716,571412504,100,2016-03-31,8690373.6,9587496.31,CA,0.062,1.313
196750,571437534,100,2016-03-31,31010263.69,35500000.0,IL,0.039705,2.055
197086,572411504,100,2016-03-31,2373289.6,2592000.0,KS,0.0615,1.432
197187,572779487,100,2016-03-31,16625463.29,17900000.0,CA,0.0608,1.432
197221,572881948,100,2016-03-31,9659300.43,10895528.0,IL,0.0702,1.972
197511,573818708,100,2016-03-31,1012815.82,1064000.0,PA,0.0455,1.35
197573,573881948,100,2016-03-31,6499560.33,7500000.0,IL,0.0593,1.221
197761,574810708,100,2016-03-31,15773298.39,15910000.0,FL,0.0526,1.3582307
197801,574869968,100,2016-03-31,1063078.94,1200000.0,NJ,0.0583,2.684
197868,575099940,100,2016-03-31,2067820.54,3500000.0,NY,0.0569,3.181
197903,575259942,100,2016-03-31,56000000.0,56000000.0,NV,0.0608,1.398
198092,575411504,100,2016-03-31,6448281.96,7015000.0,SD,0.0606,1.436
198133,575818708,100,2016-03-31,1197917.69,1260000.0,PA,0.0442,1.35
198516,576413504,100,2016-03-31,2569695.72,2865000.0,PA,0.029405,1.223
198594,577271002,100,2016-03-31,5751563.08,7000000.0,VA,0.0606,1.362
198640,577414504,100,2016-03-31,2098105.95,2275000.0,MD,0.0711,1.251
198934,578777487,500,2016-03-31,,38400000.0,PA,0.02925,1.365
198988,578871968,100,2016-03-31,1760609.81,2000000.0,PA,0.0673,9.212
199099,579098940,100,2016-03-31,5481047.75,6400000.0,LA,0.058,1.286
199178,579271002,100,2016-03-31,3603095.51,4000000.0,NC,0.0583,1.515
199226,579411504,100,2016-03-31,3901588.17,4350000.0,IN,0.0603,1.364
199314,579779487,100,2016-03-31,6153000.0,6153000.0,CA,0.0602,1.4
199324,579819708,100,2016-03-31,7973919.95,8160000.0,NJ,0.0545,1.212
199327,579855708,100,2016-03-31,8631900.92,8730000.0,CA,0.035605,1.517
199590,580778487,100,2016-03-31,6577739.09,7410000.0,NY,0.0566,1.541
199624,580881948,100,2016-03-31,5263269.49,5925462.0,CO,0.0712,1.675
199709,581098940,500,2016-03-31,,6400000.0,LA,0.0585,1.301
199918,581412504,500,2016-03-31,,34678000.0,CA,0.0528,1.389
199951,581779487,100,2016-03-31,7400000.0,7400000.0,CA,0.0585,1.432
199989,581869968,100,2016-03-31,3497161.09,4100000.0,NY,0.0601,1.41
200050,581881948,100,2016-03-31,1993198.68,2300000.0,CO,0.0593,1.247
200148,582270002,100,2016-03-31,5927891.99,7000000.0,FL,0.0678,1.151
200254,582275002,100,2016-03-31,4334701.86,5400000.0,MN,0.0592,1.654
200324,582412504,500,2016-03-31,,83603000.0,CA,0.0527,1.39
200340,582437534,100,2016-03-31,3939047.89,4005000.0,TX,0.0825,1.262
200623,583412504,500,2016-03-31,,23887075.0,CA,0.0528,1.389
200663,583871968,100,2016-03-31,5833471.77,6394000.0,AL,0.0611,1.509
200942,584277002,100,2016-03-31,940732.67,1415000.0,MA,0.0651,3.353
201038,585096940,100,2016-03-31,2930121.64,3900000.0,WI,0.0549,1.324
201341,585277002,100,2016-03-31,3296767.46,5000000.0,MA,0.0631,4.209
201652,586437534,100,2016-03-31,4188857.63,4790000.0,MA,0.042805,1.222
202193,588414504,100,2016-03-31,4215942.98,4442000.0,TX,0.0715,1.15
202282,589098940,500,2016-03-31,,22200000.0,NC,0.029295,1.511
202473,589881948,100,2016-03-31,3616267.92,4107938.0,TN,0.06665,1.789
202576,590259942,100,2016-03-31,11450000.0,11450000.0,WA,0.0593,1.409
202714,590412504,100,2016-03-31,2348063.34,2462000.0,TX,0.0646,1.443
202836,590881948,100,2016-03-31,1819876.49,2100000.0,TN,0.0593,1.215
203050,591412504,100,2016-03-31,499209.55,813000.0,TX,0.0623,2.025
203119,591881948,100,2016-03-31,4046796.61,4536933.0,FL,0.07342,2.53
203369,592277002,100,2016-03-31,1695725.96,2200000.0,NY,0.065,3.928
203413,592280002,100,2016-03-31,2161309.53,3100000.0,NJ,0.0652,1.367
203439,592412504,100,2016-03-31,9600251.62,10920000.0,DC,0.043205,1.636
203472,592777487,100,2016-03-31,18252783.48,19000000.0,NY,0.0563,7.136
203508,592881948,100,2016-03-31,4896335.02,5650000.0,FL,0.0593,1.218
203548,593096940,100,2016-03-31,16271006.45,18250000.0,MI,0.0605,1.552
203882,593869948,100,2016-03-31,1322375.77,1400000.0,TX,0.0689,1.843
204171,594869948,100,2016-03-31,2395760.26,2598289.66,TX,0.0628,1.144
204206,595259942,100,2016-03-31,20108000.0,20108000.0,AZ,0.0607,1.399
204495,595782487,100,2016-03-31,5027974.43,5526000.0,AZ,0.0533,1.15
204650,597098940,100,2016-03-31,6897993.74,7493000.0,LA,0.0647,1.15
204796,597412504,100,2016-03-31,3175581.93,3389000.0,IL,0.0683,1.181
204862,597869948,100,2016-03-31,1872782.52,2010000.0,LA,0.0663,1.164
204901,597869968,100,2016-03-31,2027660.65,3000000.0,NJ,0.0591,1.709
205270,599258942,100,2016-03-31,1975000.0,1975000.0,CA,0.061,2.694
205320,599266002,100,2016-03-31,2392176.3,4700000.0,CO,0.0523,1.507
205423,599277002,100,2016-03-31,3533286.0,4500000.0,NY,0.0696,1.521
205453,599411504,100,2016-03-31,19031347.24,22126082.44,FL,0.04249,1.09
205482,599413504,500,2016-03-31,,7240000.0,TX,0.044295,2.106
205492,599819708,100,2016-03-31,3144965.56,3250000.0,NY,0.0544,5.4678832
205697,600411504,100,2016-03-31,1953599.17,2165000.0,MN,0.0626,1.216
205726,600412504,100,2016-03-31,983194.98,1942000.0,IL,0.066,1.05
205828,600715947,100,2016-03-31,15746024.77,18242545.72,IL,0.06678,2.026
205981,601412504,100,2016-03-31,642179.27,709000.0,IN,0.067,1.579
206010,601413504,100,2016-03-31,14552908.29,15500000.0,FL,0.029405,1.418
206063,601715947,100,2016-03-31,11549776.55,12750000.0,IL,0.05938,1.318
